idcontrato,tipoContrato,tipoFimContrato,CPV,adjudicante,adjudicatarios,concorrentes,precoBaseProcedimento,precoContratual,PrecoTotalEfetivo,dataDecisaoAdjudicacao,dataCelebracaoContrato,dataPublicacao,dataFechoContrato,nr_concorrentes,city,cpv_prefix,agg_cpv,contribuinte_adjudicante,contribuinte_adjudicatarios,adjudicante_clean,adjudicatarios_clean
9688068,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",98300000-6 - Serviços diversos,Secretaria Regional do Ambiente e Alterações Climáticas,AMBIENTI D'INTERNI UNIPESSOAL LDA.,"506822915-TRIPLINFINITO LDA. | 508369444-Ambienti D'Interni Unipessoal Lda | 512036845-ACCIONAL – PUBLICIDADE E COMUNICAÇÃO VISUAL, LDA.",23254.19,21840.0,21840.0,2022-12-14,2023-01-06,2023-01-09,2023-09-04,3,Angra do Heroismo,98,Outros serviços,600087018,508369444,secretaria regional do ambiente e alteracoes climaticas,ambienti d'interni
9688479,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil","50300000-8 - Serviços de reparação e manutenção e serviços conexos relacionados com computadores pessoais e com equipamento burótico, audiovisual e para telecomunicações","Agência para o Desenvolvimento e Coesão, I. P.","Inetum España, S.A. Sucursal em Portugal","980079659-INETUM ESPAÑA, S.A. - SUCURSAL EM PORTUGAL",2364033.6,2362737.6,2362737.6,2022-12-12,2023-01-06,2023-01-09,2025-10-16,1,Lisboa,50,Manutenção e reparação,510928374,980079659,agencia para o desenvolvimento e coesao i p,inetum espana sucursal em portugal
9681656,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",15221000-3 - Peixe congelado,Serviços de Ação Social da Universidade do Minho,"Vanibru - Comércio de Produtos Alimentares, Lda.","510396429-EXUMAS CONSULTING GROUP LDA. | 503095141-Virgílio C. Moreira, Lda. | 503622486-Finecook Ingredients, Lda | 502418826-Friguarda - Produtos Congelados, Lda | 502388803-Vanibru - Comércio de Produtos Alimentares, Lda. | 509061800-Consumintenso - Produtos Alimentares Lda | 500271518-SOGENAVE - Sociedade Geral de Abastecimento à Navegação e Industria Hoteleira S.A",133341.9,60985.0,56906.11,2022-12-29,2023-01-05,2023-01-06,2023-07-13,7,Braga,15,Alimentação e bebidas,680047360,502388803,servicos de acao social da universidade do minho,vanibru comercio de produtos alimentares
9682782,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",15550000-8 - Lacticínios variados,Município de Valpaços,"Lactogal-Produtos Alimentares, SA","503183997-Lactogal, SA | 502916974-MESTRE ALIMENTAR - COMERCIALIZAÇÃO DE PRODUTOS ALIMENTARES, LIMITADA | 507072855-PARMALAT",13053.54,13053.54,13043.0,2022-12-20,2023-01-06,2023-01-06,2023-08-06,3,Valpaços,15,Alimentação e bebidas,506874320,503183997,municipio de valpacos,lactogal produtos alimentares
9683037,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",15119000-5 - Carnes diversas,Serviços de Ação Social da Universidade do Minho,EXUMAS CONSULTING GROUP LDA.,"500271518-Sogenave - Sociedade Geral de Abastecimentos à Navegação e Indústria Hoteleira, SA | 502388803-Vanibru - Comércio de Produtos Alimentares, Lda. | 510396429-EXUMAS CONSULTING GROUP LDA. | 503622486-Finecook Ingredients, Lda | 501235574-Carnes S. José - Comércio e Indústria de Carnes, Lda.",12245.2,4911.21,1219.63,2022-12-29,2023-01-05,2023-01-06,2023-03-24,5,Braga,15,Alimentação e bebidas,680047360,510396429,servicos de acao social da universidade do minho,exumas consulting group
9683981,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",15111000-9 - Carne de bovino,Serviços de Ação Social da Universidade do Minho,"Sogenave - Sociedade Geral de Abastecimentos à Navegação e Indústria Hoteleira, SA","509061800-Consumintenso - Produtos Alimentares Lda | 502388803-Vanibru - Comércio de Produtos Alimentares, Lda. | 500271518-Sogenave - Sociedade Geral de Abastecimentos à Navegação e Indústria Hoteleira, SA | 502691000-Macro-Frio - Comércio Internacional de Produtos Alimentares, S.A. | 501235574-Carnes S. José - Comércio e Indústria de Carnes, Lda.",92435.5,20220.0,17746.81,2022-12-29,2023-01-05,2023-01-06,2023-07-06,5,Braga,15,Alimentação e bebidas,680047360,500271518,servicos de acao social da universidade do minho,sogenave sociedade geral de abastecimentos a navegacao e industria hoteleira
9684604,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",15812000-3 - Produtos de pastelaria e bolos,Serviços de Ação Social da Universidade do Minho,"Sogenave - Sociedade Geral de Abastecimentos à Navegação e Indústria Hoteleira, SA","510396429-EXUMAS CONSULTING GROUP LDA. | 503622486-Finecook Ingredients, Lda | 503566500-Libargel - Alimentos Congelados, Lda | 502388803-Vanibru - Comércio de Produtos Alimentares, Lda. | 505885182-Panilima | 509061800-Consumintenso - Produtos Alimentares Lda | 500271518-Sogenave - Sociedade Geral de Abastecimentos à Navegação e Indústria Hoteleira, SA",86223.21,13550.0,11856.49,2022-12-29,2023-01-05,2023-01-06,2023-07-13,7,Braga,15,Alimentação e bebidas,680047360,500271518,servicos de acao social da universidade do minho,sogenave sociedade geral de abastecimentos a navegacao e industria hoteleira
9686606,Empreitadas de obras públicas,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",45233220-7 - Pavimentação de estradas,Município de Silves,"JASFEC - Sociedade de Construções e Terraplanagens, Lda","513797874-Paviwater Unipessoal, Lda. | 505959330-JASFEC - Sociedade de Construções e Terraplanagens, Ldª | 509941540-L2 - Investimentos &amp; Construção, Lda | 502382252-HIDRALGAR - EQUIPAMENTOS ELECTROMECÂNICOS, S.A. | 500649340-José de Sousa Barra &amp; Filhos, Lda | 500177295-Manuel António &amp; Jorge Almeida - Construções, S.A.",74700.0,71722.36,68894.79,2022-10-12,2023-01-03,2023-01-06,2025-04-10,6,Silves,45,Construção,506818837,505959330,municipio de silves,jasfec sociedade de construcoes e terraplanagens
9686626,Empreitadas de obras públicas,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",45453100-8 - Obras de recuperação,Município de Oeiras,"Olico,Lda","502212900-XIX - Construção Projectos e Gestão, Lda. | 502837217-Olico,Lda | 505360381-GRANIMARANTE GRANITOS E CONSTRUCOES LDA | 506378527-NORTEJUVIL, SOCIEDADE DE CONSTRUÇÕES LDA | 502533943-OBRAGOITO - Construções e Obras Públicas, Lda. | 510585175-Perspectivas e Perpendiculares Unipessoal, Lda | 504373064-Ilhaugusto - Construções, Lda. | 502353597-M.L.Moita Lda | 503388424-Ernesto Ribeiro Ferreira, Lda",289430.0,269825.0,275583.81,2022-12-09,2023-01-05,2023-01-06,2025-09-12,9,Oeiras,45,Construção,500745943,502837217,municipio de oeiras,olico
9686734,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil","50300000-8 - Serviços de reparação e manutenção e serviços conexos relacionados com computadores pessoais e com equipamento burótico, audiovisual e para telecomunicações","Agência para o Desenvolvimento e Coesão, I. P.","Inetum España, S.A. Sucursal em Portugal",980079659-INETUM ESPAÑA SA,130000.0,129867.36,129867.36,2022-12-20,2023-01-04,2023-01-06,2023-10-30,1,Lisboa,50,Manutenção e reparação,510928374,980079659,agencia para o desenvolvimento e coesao i p,inetum espana sucursal em portugal
9673897,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",15221000-3 - Peixe congelado,Serviços de Ação Social da Universidade do Minho,EXUMAS CONSULTING GROUP LDA.,"510396429-EXUMAS CONSULTING GROUP LDA. | 503095141-Virgílio C. Moreira, Lda. | 503622486-Finecook Ingredients, Lda | 502418826-Friguarda - Produtos Congelados, Lda | 502388803-Vanibru - Comércio de Produtos Alimentares, Lda. | 509061800-Consumintenso - Produtos Alimentares Lda | 500271518-SOGENAVE - Sociedade Geral de Abastecimento à Navegação e Industria Hoteleira S.A",133341.9,18540.22,7699.46,2022-12-27,2023-01-03,2023-01-04,2023-08-07,7,Braga,15,Alimentação e bebidas,680047360,510396429,servicos de acao social da universidade do minho,exumas consulting group
9682333,Empreitadas de obras públicas,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",45232460-4 - Obras de saneamento,"AdRA - Águas da Região de Aveiro, S. A.","Construções Carlos Pinho, Lda.","502896604-Paviazeméis - Pavimentações de Azeméis, Lda | 503369489-Construções Carlos Pinho, Lda | 505468751-Edibarra - Engenharia e Construção, S. A.",1700000.0,1497588.55,129083094.0,2022-11-11,2023-01-04,2023-01-06,2023-11-10,3,Sever do Vouga,45,Construção,509107630,503369489,adra aguas da regiao de aveiro,construcoes carlos pinho
9690828,Empreitadas de obras públicas,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",45233200-1 - Obras diversas de pavimentação,Direção-Geral de Agricultura e Desenvolvimento Rural,"Construções Pragosa, S.A.","504818384-Arquijardim, S.A. | 500695024-Construções Vieira Mendes, Lda | 502496878-Construções Pragosa, SA | 501157344-Oliveiras, S.A. | 510520251-Civibérica, Obras Civis, S.A. | 500073880-LENA - ENGENHARIA E CONSTRUÇÕES, S. A. | 504870475-Lusosicó - Construções, S.A. | 501982248-Secal, Engenharia e Construção, SA",825000.0,549491.8,549491.8,2022-11-21,2023-01-02,2023-01-09,2024-03-09,8,Leiria,45,Construção,600082440,502496878,direcao geral de agricultura e desenvolvimento rural,construcoes pragosa
9682664,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil","42637000-0 - Máquinas-ferramentas para furar, escarear ou fresar metais",ATEC - Associação de Formação Para a Indústria,CASA LOPES E OLIVEIRA LD.ª,"516273302-AM-Ferramentas de Corte Lda | 515054305-Casa Lopes &amp; Oliveira, Lda.",39289.95,16394.66,5950.92,2022-12-21,2023-01-04,2023-01-06,2024-06-27,2,Matosinhos,42,Máquinas e equipamentos,506803228,515054305,atec associacao de formacao para a industria,casa lopes e oliveira ld a
9676559,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",44164000-7 - Tubagem de revestimento e tubos,SIMAR – Serviços Intermunicipalizados de Loures e Odivelas,"HUMBERTO POÇAS, S.A.",,72500.0,8599.0,7609.0,2022-12-19,2023-01-04,2023-01-05,2024-01-10,0,Loures,44,Construção,680009671,501075666,simar servicos intermunicipalizados de loures e odivelas,humberto pocas
9692265,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",15812000-3 - Produtos de pastelaria e bolos,Serviços de Ação Social da Universidade do Minho,"Libargel - Alimentos Congelados, Lda","510396429-EXUMAS CONSULTING GROUP LDA. | 503622486-Finecook Ingredients, Lda | 503566500-Libargel - Alimentos Congelados, Lda | 502388803-Vanibru - Comércio de Produtos Alimentares, Lda. | 505885182-Panilima | 509061800-Consumintenso - Produtos Alimentares Lda | 500271518-Sogenave - Sociedade Geral de Abastecimentos à Navegação e Indústria Hoteleira, SA",86223.21,31336.34,27550.84,2022-12-29,2023-01-05,2023-01-10,2023-08-07,7,Braga,15,Alimentação e bebidas,680047360,503566500,servicos de acao social da universidade do minho,libargel alimentos congelados
9692869,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",90910000-9 - Serviços de limpeza,"Direcção-Geral do Livro, dos Arquivos e das Bibliotecas",NEW SERVICES SOC UNIPESSOAL LDA.,"504458086-Sá Limpa - Facility Services, Lda | 515567841-NEW SERVICES SOC UNIPESSOAL LDA. | 504613529-Aveiclean-Limpeza e Conservação Lda | 506665836-SANIAMBIENTE - LIMPEZAS PROFISSIONAIS | 502117281-IBERLIM - HIGIENE E SUSTENTABILIDADE AMBIENTAL, S.A. | 502611057-Interlimpe - Facility Services, SA | 502771496-Operandus - Limpeza Profissional, Lda. | 514914050-ILUSOTOUCH - LIMPEZAS TÉCNICAS, LDA",125000.0,90200.0,90200.0,2023-01-02,2023-01-06,2023-01-10,2023-12-22,8,Beja,90,Ambiente e resíduos,600084892,515567841,direccao geral do livro dos arquivos e das bibliotecas,new services soc
9694357,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",90910000-9 - Serviços de limpeza,Assembleia Legislativa da Região Autónoma dos Açores,"Silabavançada, Açores, Lda.","515322482-Silabavançada Açores Lda | 512038589-ARQUILIMPA - LIMPEZA PROFISSIONAL, LDA | 504839748-SAMSIC PORTUGAL-Facilities Services, S.A. | 502117281-IBERLIM - HIGIENE E SUSTENTABILIDADE AMBIENTAL, S.A. | 512039070-UNIPELAGO REPRESENTAÇOES, LDA.",49500.0,39950.0,39950.0,2022-12-15,2023-01-10,2023-01-10,2026-01-26,5,Ponta Delgada,90,Ambiente e resíduos,672000830,515322482,assembleia legislativa da regiao autonoma dos acores,silabavancada acores
9694747,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",79710000-4 - Serviços de segurança,Município de Vila Real de Santo António,Comansegur -  Segurança Privada SA,"508569974-COPS Companhia Operacional de Segurança, Unipessoal Lda. | 507011724-Ronsegur-Rondas e Segurança, S.A. | 508170710-PSG - Segurança Privada, S.A. | 503586579-Comansegur - Segurança Privada SA",5287.67,4571.59,4571.59,2022-12-27,2023-01-09,2023-01-11,2023-06-05,4,Vila Real Sto Antonio,79,Serviços empresariais,506833224,503586579,municipio de vila real de santo antonio,comansegur seguranca privada
9695238,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",30199400-4 - Papel gomado ou adesivo,"INCM - Imprensa Nacional-Casa da Moeda, S.A.","Almeida &amp; Neves, Lda","500309337-Almeida &amp; Neves, Lda | 505223732-Gestinvento - Energias e Representações de Equipamentos, Unip., Lda",121000.0,60225.0,43802.4,2022-12-12,2023-01-09,2023-01-11,2023-12-31,2,Lisboa,30,Máquinas e equipamentos,500792887,500309337,incm imprensa nacional casa da moeda,almeida &amp neves
9684951,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",31600000-2 - Equipamento e aparelhos eléctricos,Universidade do Algarve,Tecnilab Portugal Soc. Planeamento Técnico Cientifico S.a,"500758158-Tecnilab AV Portugal, SA | 501144552-Vórtice - Equipamentos Cientificos, Lda | 504786199-GRAVIMETA – Sistemas de Pesagem, Lda | 500146780-J. Roma, Lda. | 501799303-ERT-Equipamentos e Reparações, Tecnicas Ldª. | 502365889-Frisinde - Equipamentos Industriais, Lda. | 509880509-NORLEQ - Equipamentos e Serviços, Lda | 503538620-LGT - Telecomunicações e Eletrónica, Lda. | 508049237-EQUIDITEC - EQUIPAMENTOS E FORMAÇÃO, LDA | 514374306-Correcta Comercial, Lda",203166.0,16333.8,16333.8,2022-10-20,2023-01-06,2023-01-06,2023-03-16,10,Faro,31,Equipamento elétrico,505387271,500758158,universidade do algarve,tecnilab portugal soc planeamento tecnico cientifico
9692870,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",85200000-1 - Serviços de veterinária,Município de Viana do Castelo,"Vianna Hospital Veterinário, Lda","501944664-Vianna Hospital Veterinário, Lda",90000.0,14918.5,34087.81,2022-12-05,2023-01-09,2023-01-10,2026-02-12,1,Viana do Castelo,85,Saúde e equipamento médico,506037258,501944664,municipio de viana do castelo,vianna hospital veterinario
9693013,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",42415200-0 - Veículos para movimentação de cargas,"Docapesca - Portos e Lotas, S. A.","MANITOU PORTUGAL, S.A","513605371-E.S.S. - ENERGY SAFE SYSTEMS, LDA | 500911851-MANITOU PORTUGAL, S.A",179000.0,150500.0,150500.0,2022-12-02,2023-01-09,2023-01-10,2023-05-24,2,Lagoa,42,Máquinas e equipamentos,500086826,500911851,docapesca portos e lotas,manitou portugal
9695905,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",79714000-2 - Serviços de vigilância,Munícipio de Fafe,PROTECÇÃO TOTAL - SEGURANÇA PRIVADA S.A.,"510227520-Look 4 Security, Unipessoal, Lda | 504541420-GIRPE - SEGURANÇA PRIVADA LDA | 508194644-Linhas Veloz - Segurança Privada, Ldª | 506807266-VIGIEXPERT - Prevenção e Vigilância Privada, Lda. | 503586579-Comansegur - Segurança Privada SA | 507776054-FIR-SEGURANÇA E VIGILÂNCIA LDA | 508569974-COPS – COMPANHIA OPERACIONAL DE SEGURANÇA, UNIPESSOAL, LDA | 507756002-VISACÇÃO - SEGURANÇA PRIVADA, S.A. | 980712629-CLECE SEGURIDAD SA - SUCURSAL EM PORTUGAL | 503257567-Stong Charon, Soluções de Segurança, S. A. | 507011724-Ronsegur, Rondas e Segurança, Lda",191430.0,76806.0,76806.0,2022-12-22,2023-01-11,2023-01-11,2025-12-31,11,Fafe,79,Serviços empresariais,506841561,507756002,municipio de fafe,proteccao total seguranca privada
9697397,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",80100000-5 - Serviços de ensino primário,Município do Porto,- - ANA ISABEL TEIXEIRA FERREIRA,"--ANA ISABEL TEIXEIRA FERREIRA | 501893326-Associação de Ludotecas do Porto (A. L. P.) | 508494052-ASTRO FINGIDO - ASSOCIAÇÃO CULTURAL | 502034866-Know How - Sociedade de Ensino de Línguas e Ação Social, Unipessoal Ld.ª | 513733035-PRATICAS D' ALEGRIA YOGA UNIPESSOAL LDA | 509157564-C. CAMARGO - OFICINAS DE ARTES LDA | 513454870-Geslearning - Educação para o Futuro Lda. | 514144203-Júlio Pinto &amp; Arnaldo Costa - Ensino de Música, lda. | 514018178-ASSOCIAÇÃO ABANA MAS NÃO CAI | 503153060-CENTRO DE DANÇA DO PORTO, LDA. | 509753817-Associação Unificar | --Gelimar da Silva Trillo | 514649933-Fórmulas &amp; Variáveis Unipessoal, Lda. | 508751802-Associação Portuguesa de Ética e Filisofia Prática | 517105853-CORAÇÃO HARMONIOSO - UNIPESSOAL LDA | 513538127-YSCIENCE - SCIENCE EDUCATION, LDA",601244.0,24300.0,24300.0,2022-12-16,2023-01-11,2023-01-12,2024-07-31,16,Porto,80,Educação,501306099,,municipio do porto,ana isabel teixeira ferreira
9697415,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",66515200-5 - Serviços de seguros de bens,"Docapesca - Portos e Lotas, S. A.","GENERALI SEGUROS, SA","500940231-Tranquilidade Companhia de Seguros, SA",87200.0,87200.0,87200.0,2022-12-27,2023-01-01,2023-01-12,2023-06-30,1,Portimão,66,Finanças e seguros,500086826,500940231,docapesca portos e lotas,generali seguros
9677871,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",03221000-6 - Produtos hortícolas,Serviços de Ação Social da Universidade do Minho,"Frutas Ribeiros - Comércio de Frutas, Lda.","501865969-Frutas Ribeiros - Comércio de Frutas, Lda. | 503301205-MADIGUIMA - Comércio de Frutas, Lda | 510396429-EXUMAS CONSULTING GROUP LDA. | 500271518-Sogenave - Sociedade Geral de Abastecimentos à Navegação e Indústria Hoteleira, SA",89835.18,35085.4,30606.24,2022-12-29,2023-01-04,2023-01-05,2023-07-27,4,,03,Agricultura e pesca,680047360,501865969,servicos de acao social da universidade do minho,frutas ribeiros comercio de frutas
9678013,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",44315300-4 - Materiais para soldadura ou brasagem,ATEC - Associação de Formação Para a Indústria,"Correcta Comercial, Lda.","501159959-OCEANOTRADE - Imp. &amp; Export., S.A. | 514879300-MREDIS, LDA | 514374306-Correcta Comercial, Lda. | 506047385-Worldparts , comércio de Equipamentos eléctricos Lda | 504994204-SHC - SOCIEDADE DE SOLDADURA HELVETICAS",102401.99,21010.67,12706.49,2022-12-14,2023-01-03,2023-01-05,2024-11-07,5,Palmela,44,Construção,506803228,514374306,atec associacao de formacao para a industria,correcta comercial
9678262,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",15812000-3 - Produtos de pastelaria e bolos,Serviços de Ação Social da Universidade do Minho,EXUMAS CONSULTING GROUP LDA.,"510396429-EXUMAS CONSULTING GROUP LDA. | 503622486-Finecook Ingredients, Lda | 503566500-Libargel - Alimentos Congelados, Lda | 502388803-Vanibru - Comércio de Produtos Alimentares, Lda. | 505885182-Panilima | 509061800-Consumintenso - Produtos Alimentares Lda | 500271518-Sogenave - Sociedade Geral de Abastecimentos à Navegação e Indústria Hoteleira, SA",86223.21,6554.0,5161.79,2022-12-29,2023-01-03,2023-01-05,2023-07-06,7,,15,Alimentação e bebidas,680047360,510396429,servicos de acao social da universidade do minho,exumas consulting group
9678463,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",03221000-6 - Produtos hortícolas,Serviços de Ação Social da Universidade do Minho,"Sogenave - Sociedade Geral de Abastecimentos à Navegação e Indústria Hoteleira, SA","501865969-Frutas Ribeiros - Comércio de Frutas, Lda. | 503301205-MADIGUIMA - Comércio de Frutas, Lda | 510396429-EXUMAS CONSULTING GROUP LDA. | 500271518-Sogenave - Sociedade Geral de Abastecimentos à Navegação e Indústria Hoteleira, SA",89835.18,6303.0,5742.8,2022-12-29,2023-01-05,2023-01-05,2023-07-13,4,Braga,03,Agricultura e pesca,680047360,500271518,servicos de acao social da universidade do minho,sogenave sociedade geral de abastecimentos a navegacao e industria hoteleira
