idcontrato,tipoContrato,tipoFimContrato,CPV,adjudicante,adjudicatarios,concorrentes,precoBaseProcedimento,precoContratual,PrecoTotalEfetivo,dataDecisaoAdjudicacao,dataCelebracaoContrato,dataPublicacao,dataFechoContrato,nr_concorrentes,contribuinte_adjudicante,contribuinte_adjudicatarios,city,cpv_prefix,agg_cpv
11154431,Empreitadas de obras públicas,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",45453100-8 - Obras de recuperação,"Gebalis - Gestão do Arrendamento da Habitação Municipal de Lisboa, E. M., S. A.","Rúbricas Esplêndidas - Construções, Lda","506359140-Horácio Mendes e Bruno, construções e obras públicas, Lda. | 514602490-AM3D – Engenharia e Construção, Unipessoal Lda | 513537724-Rúbricas Esplêndidas - Construções, Lda | 510813135-Autentifuturo - Restauros, Unipessoal, Lda | 514142537-DECLIVES E ARESTAS – Construções e Remodelações, Lda | 510819826-Crvm, Engenharia e Construção Unipessoal Lda | 510867626-PAJG Remodelações, Unipessoal Lda | 510800980-Margem Mítica-Manutenção e Reabilitação, Unipessoal, Lda | 503425796-Protraço - Oficina de Projectos e Construções, Lda | 502418591-Casadarte Construção Civil Lda | 514831138-Resposta Versátil, Lda | 501301704-RAMIRO &amp; DELGADO - Construções Civis e Obras Públicas, Lda | 513888756-Potencial Abcissa - Construções Unipessoal Lda | 515729752-PLANOGERAL LDA | 515788783-Arestas Ordenadas – Lda. | 515118125-Costa Braga - Construções Unipessoal, Lda | 515812862-COSMOTRIANGULAR LDA | 513395024-Meristema, SA | 510826768-Metangular, Construções, Lda | 513347950-Juvenal Medeiros Lda – Construções e Remodelações Unipessoal Lda",370000.0,58500.0,58500.0,2024-12-20,2025-01-10,2025-01-13,2025-07-25,20,503541567,513537724,Lisboa,45,Construção
11154692,Aquisição de serviços,,60170000-0 - Aluguer de veículos para transporte de passageiros com condutor,Secretaria-Geral do Ministério da Defesa Nacional,"CRC - Car Rental Company, Lda.","501335854-JAPRAC, RENT A CAR - ALUGUER DE AUTOMÓVEIS LDA. | 514157607-CRC - Car Rental Company, Lda.",45300.0,7700.0,0.0,2025-01-09,2025-01-10,2025-01-13,,2,600032205,514157607,Lisboa,60,Transporte
11156630,Aquisição de bens móveis,,"39224000-8 - Vassouras, escovas e outros artigos de vários tipos","Unidade Local de Saúde de Santa Maria, E. P. E.","JOÃO ANTUNES AMARO, LDA.",,18033.58,4652.84,0.0,2025-01-09,2025-01-13,2025-01-13,,0,508481287,500149003,Lisboa,39,Mobiliário e limpeza
11158130,Aquisição de serviços,,79800000-2 - Serviços de impressão e afins,Ordem dos Contabilistas Certificados,"ACD PRINT, S.A.","502710489-Grafisol - Edições e Papelarias, Lda | 503179396-Lidergraf - Artes Gráficas, S.A. | 500023387-ACD PRINT, S.A. | 500472904-Jorge Fernandes,Lda",220000.0,220000.0,0.0,2025-01-08,2025-01-13,2025-01-14,,4,503692310,500023387,Lisboa,79,Serviços empresariais
11154865,Empreitadas de obras públicas,,45453100-8 - Obras de recuperação,Município de Oeiras,"Pinto &amp; Relvas - Construção e Remodelações, Lda.","513134387-Pinto &amp; Relvas - Construção e Remodelações, Lda.",18850.0,17980.0,0.0,2024-12-17,2025-01-13,2025-01-13,,1,500745943,513134387,Oeiras,45,Construção
11156578,Aquisição de bens móveis,,"39224000-8 - Vassouras, escovas e outros artigos de vários tipos","Unidade Local de Saúde de Santa Maria, E. P. E.","CSH, COMERCIO SERVIÇO HIGIENE, LDA.",,18033.58,1772.8,0.0,2025-01-09,2025-01-13,2025-01-13,,0,508481287,504346091,Lisboa,39,Mobiliário e limpeza
11158108,Aquisição de serviços,,51600000-8 - Serviços de instalação de computadores e equipamento para escritório,Centro de Formação Profissional da Industria Metalúrgica e Metalomecânica (CENFIM),"BCN - Sistemas de Escritório e Imagem, SA",,220800.0,159595.2,0.0,2024-12-23,2025-01-13,2025-01-14,,0,502077352,505317087,Lisboa,51,Instalação
11158105,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",72224000-1 - Serviços de consultoria em gestão de projectos,Centro de Formação Profissional das Pescas e do Mar (FOR-MAR),"Gouveia Pereira, Costa Freitas &amp; Associados, Sociedade de Advogados, S.P., R.L.",,44100.0,20500.0,20499.98,2024-12-16,2025-01-07,2025-01-14,2025-12-29,0,508590582,507410653,Lisboa,72,TI e consultoria
11158132,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",22212000-9 - Publicações periódicas,ISEG - Instituto Superior de Economia e Gestão,- - EBSCO Information Services S.L.U.,502317124-Marka - Marketing Aplicado Lda | --EBSCO Information Services S.L.U.,64628.0,63209.0,63209.0,2024-12-18,2025-01-13,2025-01-14,2025-02-10,2,502488603,,Lisboa,22,Material impresso
11158665,Aquisição de serviços,,71320000-7 - Serviços de concepção técnica,Município de Oeiras,"Datasmart Serviços de Consultadoria Informática, Lda.","506669254-Datasmart Serviços de Consultadoria Informática, Lda.",139692.0,134707.2,0.0,2024-12-11,2025-01-13,2025-01-14,,1,500745943,506669254,Oeiras,71,Arquitetura e engenharia
11159015,Aquisição de bens móveis,,30210000-4 - Máquinas de processamento de dados (hardware),"Instituto de Financiamento da Agricultura e Pescas - IFAP, I. P.","RELOAD-Consultoria Informática, Unipessoal Lda.","506210855-Reload - Consultoria Informática, Unipessoal, Lda",291139.49,290138.45,0.0,2024-12-26,2025-01-10,2025-01-14,,1,508136644,506210855,Lisboa,30,Equipamento de escritório e informática
11158800,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Instituto Português de Oncologia de Lisboa Francisco Gentil, E. P. E.","Coloplast II Portugal Unipessoal, Lda",,32491.39,0.0,0.0,2025-01-09,2025-01-09,2025-01-14,,0,506361616,514719311,Lisboa,33,Equipamento médico e farmacêutico
11159894,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",90910000-9 - Serviços de limpeza,"Instituto de Ação Social das Forças Armadas, I. P.","GOON SERVICES, LDA","518244954-FLEXIBLE DETAILS - UNIPESSOAL LDA | 517573261-Fairy Clean, Lda. | 514308060-DIPJ - SERVIÇOS, LDA. | 514914050-ILUSOTOUCH - LIMPEZAS TÉCNICAS, LDA | 513356924-GOON SERVICES, LDA | 502611057-Interlimpe - Facility services, SA | 517640112-TMLJ - FACILITY SERVICES, UNIPESSOAL LDA | 504458086-Sá Limpa - Facility Services, Lda | 517143550-LF Facility Services",20125.0,16380.72,16380.72,2024-12-10,2025-01-07,2025-01-14,2025-12-26,9,500746427,513356924,Lisboa,90,Ambiente e resíduos
11160442,Aquisição de bens móveis,,37310000-4 - Instrumentos musicais,Município de Vila Franca de Xira,"Vitor Vaz, Unipessoal, Lda","501728929-Vitor Vaz, Unipessoal, Lda | 502475889-D. Caeiro, Lda. | 501824677-ELETROMUSICA | 502283637-Faminho Instrumentos Musicais Lda | 502162414-Viana Musica",131663.27,40270.64,0.0,2024-12-12,2025-01-14,2025-01-14,,5,506614913,501728929,Vila Franca de Xira,37,"Desporto, jogos e artesanato"
11159688,Empreitadas de obras públicas,,45233140-2 - Obras em estradas,"Parques Tejo, E. M.",Sanestradas-Empreitadas de Obras Públicas e Particulares S.A.,"500120501-Sanestradas-Empreitadas de Obras Públicas e Particulares S.A. | 510585175-Perspectivas e Perpendiculares Unipessoal Lda | 502212900-XIX - Construção Projectos e Gestão, Lda. | 500316066-Armando Cunha, SA | 502186810-TECNO ESTRUTURA-CONSTRUÇÕES CIVIS INDUSTRIAIS E OBRAS PUBLICAS LDA",227093.6,177900.0,0.0,2024-11-22,2025-01-09,2025-01-14,,5,504719670,500120501,Oeiras,45,Construção
11161402,Aquisição de bens móveis,,09123000-7 - Gás natural,Faculdade de Medicina Veterinária,"Petrogal, S.A.","503504564-EDP | 509828698-DOUROGÁS NATURAL - COMÉRCIO DE GÁS NATURAL E ENERGIA, S.A. | 507857542-GOLD ENERGY - COMERCIALIZADORA DE ENERGIA, S.A. | 500697370-Petrogal, S.A",3834780.11,73270.27,0.0,2024-12-16,2025-01-09,2025-01-15,,4,502286326,500697370,Lisboa,09,Energia e combustíveis
11161812,Aquisição de serviços,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",60140000-1 - Transportes não regulares de passageiros,Freguesia de Marvila,"JPG - Transportes Unipessoal, Lda.","510725503-JPG - Transportes Unipessoal, Lda. | 504133799-UTS - Viagens e Serviços S.A",220500.0,214850.0,213094.0,2024-12-11,2025-01-13,2025-01-15,2025-08-21,2,507330609,510725503,Lisboa,60,Transporte
11163361,Aquisição de serviços,,60170000-0 - Aluguer de veículos para transporte de passageiros com condutor,Secretaria-Geral do Ministério da Defesa Nacional,"JAPrac Rent a Car Aluguer de Automovel, Lda, SIXT","501335854-JAPRAC, RENT A CAR - ALUGUER DE AUTOMÓVEIS LDA. | 514157607-CRC - Car Rental Company, Lda.",45300.0,6744.4,0.0,2025-01-09,2025-01-13,2025-01-15,,2,600032205,501335854,Lisboa,60,Transporte
11163784,Aquisição de bens móveis,,09134100-8 - Gasóleo,Serviço de Utilização Comum dos Hospitais,Lubrifuel Lda,,74500.0,62910.0,0.0,2025-01-08,2025-01-15,2025-01-15,,0,500900469,508306000,Lisboa,09,Energia e combustíveis
11163886,Aquisição de bens móveis,,"39000000-2 - Mobiliário (incl. de escritório), acessórios, aparelhos domésticos (excl. iluminação) e produtos de limpeza","Unidade Local de Saúde de Lisboa Ocidental, E. P. E.","FRISINDE - EQUIPAMENTOS INDUSTRIAIS, LDA",,49800.0,4300.0,0.0,2024-12-18,2025-01-09,2025-01-15,,0,507618319,502365889,Lisboa,39,Mobiliário e limpeza
11161443,Aquisição de bens móveis,,09123000-7 - Gás natural,Faculdade de Letras da Universidade de Lisboa,"Petrogal, S.A.","503504564-EDP | 509828698-DOUROGÁS NATURAL - COMÉRCIO DE GÁS NATURAL E ENERGIA, S.A. | 507857542-GOLD ENERGY - COMERCIALIZADORA DE ENERGIA, S.A. | 500697370-Petrogal, S.A",3834780.11,97901.94,0.0,2024-12-16,2025-01-09,2025-01-15,,4,502657456,500697370,Lisboa,09,Energia e combustíveis
11161601,Aquisição de bens móveis,,09123000-7 - Gás natural,Instituto de Ciências Sociais da Universidade de Lisboa,"Petrogal, S.A.","503504564-EDP | 509828698-DOUROGÁS NATURAL - COMÉRCIO DE GÁS NATURAL E ENERGIA, S.A. | 507857542-GOLD ENERGY - COMERCIALIZADORA DE ENERGIA, S.A. | 500697370-Petrogal, S.A",3834780.11,14849.13,0.0,2024-12-16,2025-01-10,2025-01-15,,4,506101347,500697370,Lisboa,09,Energia e combustíveis
11162082,Aquisição de bens móveis,,09123000-7 - Gás natural,Faculdade de Farmácia da Universidade de Lisboa,"Petrogal, S.A.","503504564-EDP | 509828698-DOUROGÁS NATURAL - COMÉRCIO DE GÁS NATURAL E ENERGIA, S.A. | 507857542-GOLD ENERGY - COMERCIALIZADORA DE ENERGIA, S.A. | 500697370-Petrogal, S.A",3834780.11,4040.8,0.0,2024-12-16,2025-01-09,2025-01-15,,4,502659807,500697370,Lisboa,09,Energia e combustíveis
11162753,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,Município de Lisboa,"SANIFAUNA - Produtos Veterinários, Lda.","505267152-SANIFAUNA - Produtos Veterinários, Lda. | 506986918-FACTORMED - COMÉRCIO E DISTRIBUIÇÃO PRODUTOS MÉDICOS LDA. | 508440246-CSPSaúde, | 509016723-AGRITORRES - DISTRIBUIÇÃO ESPECIALIZADA, S.A. | 504583743-Casa Aleixo - comercio de produtos agricolas Lda | 514818484-ENERRE PHARMA, LDA. | 514929170-Planeta Vertical Lda | 501506543-B BRAUN MEDICAL UNIPESSOAL, LDA",50700.0,6495.14,0.0,2024-12-18,2025-01-07,2025-01-15,,8,500051070,505267152,Lisboa,33,Equipamento médico e farmacêutico
11163389,Aquisição de serviços,,60170000-0 - Aluguer de veículos para transporte de passageiros com condutor,Secretaria-Geral do Ministério da Defesa Nacional,"JAPrac Rent a Car Aluguer de Automovel, Lda, SIXT","501335854-JAPRAC, RENT A CAR - ALUGUER DE AUTOMÓVEIS LDA. | 514157607-CRC - Car Rental Company, Lda.",45300.0,6744.4,0.0,2025-01-09,2025-01-13,2025-01-15,,2,600032205,501335854,Lisboa,60,Transporte
11161366,Aquisição de bens móveis,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",30192000-1 - Material de escritório,Fundação Centro Cultural de Belém,"Ohmtécnica - Representações de Marcas, Lda","508831989-OLMAR - ARTIGOS DE PAPELARIA, LDA | 504059521-OHMTECNICA – Representação de Marcas, Lda | 509410405-Lucro Exponencial, Unipessoal, Lda",365855.23,2689.26,736.06,2023-12-13,2025-01-01,2025-01-15,2025-09-24,3,502857145,504059521,Lisboa,30,Equipamento de escritório e informática
11161658,Aquisição de serviços,,71300000-1 - Serviços de engenharia,"Águas do Tejo Atlântico, S. A.","CTGA - Centro Tecnológico de Gestão Ambiental, Lda.LUSAGUA - SERVIÇOS AMBIENTAIS, S.A.","502012005-AGS- Administração e Gestão de Sistemas de Salubridade S.A | 507738950-Luságua - Serviços Ambientais, S.A. | 503195758-CTGA - Centro Tecnológico de Gestão Ambiental, Lda. | 500963363-TPF - CONSULTORES DE ENGENHARIA E ARQUITETURA, S.A.",600000.0,152975.0,0.0,2024-12-17,2025-01-15,2025-01-15,,4,514387130,503195758,Lisboa,71,Arquitetura e engenharia
11163750,Aquisição de bens móveis,,"34224000-3 - Peças para reboques, semi-reboques e outros veículos",Município de Vila Franca de Xira,"EUROPART, S.A.","509436722-SGP-Global Parts, Lda. | 503791970-EUROPART, S.A. | 503500992-Motorbus - reparações e Peças Auto, Lda.",75000.0,75000.0,0.0,2024-12-12,2025-01-14,2025-01-15,,3,506614913,503791970,Vila Franca de Xira,34,Equipamento de transporte
11163857,Aquisição de serviços,,72590000-7 - Serviços de informática prestados por profissionais,Autoridade Nacional de Segurança Rodoviária,"IDW - Consultoria em Serviços de Informação, Lda","504642022-Ankix Systems, Lda. | 503239917-Ambisig – Ambiente e Sistemas de Informação Geográfica, S.A. | 504243926-IDW - Consultoria em Serviços de Informação, Lda | 504136992-SYNCHRO - SERVIÇOS EM OUTSOURCING, LDA",429735.06,425000.0,0.0,2023-05-24,2025-01-13,2025-01-15,,4,600082563,504243926,Oeiras,72,TI e consultoria
11161697,Aquisição de bens móveis,,09123000-7 - Gás natural,Faculdade Ciências Universidade Lisboa,"Petrogal, S.A.","503504564-EDP | 509828698-DOUROGÁS NATURAL - COMÉRCIO DE GÁS NATURAL E ENERGIA, S.A. | 507857542-GOLD ENERGY - COMERCIALIZADORA DE ENERGIA, S.A. | 500697370-Petrogal, S.A",3834780.11,274888.39,0.0,2024-12-16,2025-01-09,2025-01-15,,4,502618418,500697370,Lisboa,09,Energia e combustíveis
11162146,Empreitadas de obras públicas,,45112720-8 - Trabalhos de paisagismo em campos de desporto e zonas de recreio,Município de Loures,"OPAM - Construção Civil Unipessoal, Lda","502888539-BRICANTEL - Comércio de Material Elétrico de Bragança, S.A. | 506378527-NORTEJUVIL, SOCIEDADE DE CONSTRUCOES S.A. | 504229753-UNIKONSTROI, LDA., | 502438878-Decoverdi, S.A. | 507708830-OPAM - Construção Civil Unipessoal, Lda | 502496878-Construções Pragosa, S.A. | 503388424-Ernesto Ribeiro Ferreira, Lda | 502533943-OBRAGOITO - Construções e Obras Públicas, Lda.",632000.0,612784.32,0.0,2024-11-25,2025-01-10,2025-01-15,,8,501294996,507708830,Loures,45,Construção
11162234,Aquisição de bens móveis,,09123000-7 - Gás natural,Instituto Superior de Economia e Gestão,"Petrogal, S.A.","503504564-EDP | 509828698-DOUROGÁS NATURAL - COMÉRCIO DE GÁS NATURAL E ENERGIA, S.A. | 507857542-GOLD ENERGY - COMERCIALIZADORA DE ENERGIA, S.A. | 500697370-Petrogal, S.A",3834780.11,12383.46,0.0,2024-12-16,2025-01-10,2025-01-15,,4,502488603,500697370,Lisboa,09,Energia e combustíveis
11162363,Aquisição de bens móveis,,09123000-7 - Gás natural,Serviços de Ação Social da Universidade de Lisboa,"Petrogal, S.A.","503504564-EDP | 509828698-DOUROGÁS NATURAL - COMÉRCIO DE GÁS NATURAL E ENERGIA, S.A. | 507857542-GOLD ENERGY - COMERCIALIZADORA DE ENERGIA, S.A. | 500697370-Petrogal, S.A",3834780.11,732913.49,0.0,2024-12-16,2025-01-10,2025-01-15,,4,510762980,500697370,Oeiras,09,Energia e combustíveis
11162369,Aquisição de bens móveis,,09123000-7 - Gás natural,Faculdade de Medicina Dentária da Universidade de Lisboa,Petrogal S.A.,"503504564-EDP | 509828698-DOUROGÁS NATURAL - COMÉRCIO DE GÁS NATURAL E ENERGIA, S.A. | 507857542-GOLD ENERGY - COMERCIALIZADORA DE ENERGIA, S.A. | 500697370-Petrogal, S.A",3834780.11,6191.74,0.0,2024-12-16,2025-01-10,2025-01-15,,4,503013366,500697370,Lisboa,09,Energia e combustíveis
11166387,Aquisição de serviços,,92521200-1 - Serviços de preservação de obras expostas e espécimes,"Parques de Sintra - Monte da Lua, S. A.",- - Pedro António Seixas Martins,"--Pedro António Seixas Martins | 507353900-Atelier Samthiago ? Carlos José Abreu da Silva Costa, Lda | --Rodrigo Bobone Carvalho | 509898963-N-Restauros, Conservação e Restauro, Lda. | 516300415-MESCLA MEDIEVAL, UNIPESSOAL, LDA | --Pedro Miguel Gonçalves Dias | --PEDRO RODRIGUES DA COSTA",125320.0,9000.0,0.0,2024-11-21,2025-01-14,2025-01-16,,7,505174839,,Sintra,92,Cultura e desporto
11166421,Aquisição de serviços,,50800000-3 - Serviços de reparação e manutenção diversos,"Gebalis - Gestão do Arrendamento da Habitação Municipal de Lisboa, E. M., S. A.",URBISISTEMA Construção Civil Lda,501566546-URBISISTEMA Construção Civil Lda,200000.0,174264.76,0.0,2024-12-20,2025-01-15,2025-01-16,,1,503541567,501566546,Lisboa,50,Reparação e manutenção
11166458,Locação de bens móveis,,"48200000-0 - Pacote de software para ligações em rede, Internet e intranet",Autoridade para as Condições do Trabalho,Oramix Sistemas de Informação S.A,504448382-Oramix Sistemas de Informação S.A,43000.0,39052.46,0.0,2025-01-09,2025-01-13,2025-01-16,,1,600083349,504448382,Lisboa,48,Software e sistemas de informação
11162732,Aquisição de bens móveis,,09123000-7 - Gás natural,Faculdade Medicina Universidade de Lisboa,"Petrogal, S.A.","503504564-EDP | 509828698-DOUROGÁS NATURAL - COMÉRCIO DE GÁS NATURAL E ENERGIA, S.A. | 507857542-GOLD ENERGY - COMERCIALIZADORA DE ENERGIA, S.A. | 500697370-Petrogal, S.A",3834780.11,286076.2,0.0,2024-12-16,2025-01-09,2025-01-15,,4,502662875,500697370,Lisboa,09,Energia e combustíveis
11167023,Aquisição de bens móveis,,33140000-3 - Material médico de consumo,"Unidade Local de Saúde de São José, E. P. E.","MEDTRONIC PORTUGAL, LDA.",,635076.0,596025.0,0.0,2024-12-16,2025-01-16,2025-01-16,,0,508080142,504223933,Lisboa,33,Equipamento médico e farmacêutico
11168151,Empreitadas de obras públicas,"O cumprimento, a impossibilidade definitiva e todas as restantes causas de extinção das obrigações reconhecidas pelo direito civil",45453100-8 - Obras de recuperação,"Gebalis - Gestão do Arrendamento da Habitação Municipal de Lisboa, E. M., S. A.",Juvenal Medeiros Lda – Construções e Remodelações Unipessoal Lda,"506359140-Horácio Mendes e Bruno, construções e obras públicas, Lda. | 514602490-AM3D – Engenharia e Construção, Unipessoal Lda | 513537724-Rúbricas Esplêndidas - Construções, Lda | 510813135-Autentifuturo - Restauros, Unipessoal, Lda | 514142537-DECLIVES E ARESTAS – Construções e Remodelações, Lda | 510819826-Crvm, Engenharia e Construção Unipessoal Lda | 510867626-PAJG Remodelações, Unipessoal Lda | 510800980-Margem Mítica-Manutenção e Reabilitação, Unipessoal, Lda | 503425796-Protraço - Oficina de Projectos e Construções, Lda | 502418591-Casadarte Construção Civil Lda | 514831138-Resposta Versátil, Lda | 501301704-RAMIRO &amp; DELGADO - Construções Civis e Obras Públicas, Lda | 513888756-Potencial Abcissa - Construções Unipessoal Lda | 515729752-PLANOGERAL LDA | 515788783-Arestas Ordenadas – Lda. | 515118125-Costa Braga - Construções Unipessoal, Lda | 515812862-COSMOTRIANGULAR LDA | 513395024-Meristema, SA | 510826768-Metangular, Construções, Lda | 513347950-Juvenal Medeiros Lda – Construções e Remodelações Unipessoal Lda",370000.0,78539.5,78539.5,2024-12-20,2025-01-15,2025-01-16,2025-06-23,20,503541567,513347950,Lisboa,45,Construção
